symbol,timestamp,close,future_close,forward_return,true_label,pred_signal,hybrid_score,technical_score,sentiment_score,volatility_index,confidence,reason
BTCUSDT,2025-10-04T08:00:00+00:00,122267.57,124595.99,0.019043643379843062,HOLD,HOLD,0.0763,0.2544,0.0,0.0,0.0763,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-04T09:00:00+00:00,122208.78,123020.5,0.006642075962136282,HOLD,HOLD,0.1096,0.3655,0.0,0.0,0.1096,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-04T10:00:00+00:00,122129.53,123028.01,0.007356779314552311,HOLD,HOLD,0.0898,0.2994,0.0,0.0,0.0898,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-04T11:00:00+00:00,121973.26,123464.64,0.012227106170647605,HOLD,HOLD,0.0922,0.3072,0.0,0.0,0.0922,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-04T12:00:00+00:00,122005.62,123085.88,0.008854182290947001,HOLD,HOLD,0.1244,0.4147,0.0,0.0,0.1244,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-04T13:00:00+00:00,122385.42,123161.39,0.006340379434086194,HOLD,HOLD,0.0013,0.0045,0.0,0.0,0.0013,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-04T14:00:00+00:00,122000.01,123034.67,0.00848081897698208,HOLD,HOLD,0.0466,0.1553,0.0,0.0,0.0466,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-04T15:00:00+00:00,121791.31,122803.17,0.008308146123069049,HOLD,HOLD,0.0424,0.1413,0.0,0.0,0.0424,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-04T16:00:00+00:00,121719.99,123265.54,0.012697585663620153,HOLD,HOLD,0.052,0.1733,0.0,0.0,0.052,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-04T17:00:00+00:00,121747.37,123057.05,0.010757357633269677,HOLD,HOLD,0.1263,0.4211,0.0,0.0,0.1263,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-04T18:00:00+00:00,121574.66,122999.44,0.011719382970102476,HOLD,HOLD,0.18,0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-04T19:00:00+00:00,121959.25,122591.79,0.005186486469865907,HOLD,HOLD,0.1255,0.4184,0.0,0.0,0.1255,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-04T20:00:00+00:00,121892.89,122705.32,0.006665113937326514,HOLD,HOLD,0.1222,0.4073,0.0,0.0,0.1222,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-04T21:00:00+00:00,122190.67,122729.99,0.004413757613408675,HOLD,HOLD,0.051,0.1701,0.0,0.0,0.051,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-04T22:00:00+00:00,122287.19,123237.4,0.007770315108229994,HOLD,HOLD,0.027,0.0899,0.0,0.0,0.027,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-04T23:00:00+00:00,122391.0,123482.31,0.00891658700394635,HOLD,HOLD,0.0022,0.0075,0.0,0.0,0.0022,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T00:00:00+00:00,122157.7,123347.29,0.009738149948795669,HOLD,HOLD,0.0259,0.0865,0.0,0.0,0.0259,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T01:00:00+00:00,122377.72,124035.32,0.013544949195000575,HOLD,HOLD,-0.0266,-0.0886,0.0,0.0,0.0266,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T02:00:00+00:00,124031.44,124110.61,0.0006383059005039227,HOLD,HOLD,0.06,0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T03:00:00+00:00,123776.22,123839.09,0.0005079327838577988,HOLD,HOLD,0.0851,0.2838,0.0,0.0,0.0851,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T04:00:00+00:00,125172.81,123580.26,-0.012722810968292579,HOLD,HOLD,0.06,0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T05:00:00+00:00,125127.99,123586.0,-0.01232330192469331,HOLD,HOLD,0.06,0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T06:00:00+00:00,125000.01,123947.9,-0.008416879326649659,HOLD,HOLD,0.06,0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T07:00:00+00:00,124713.63,123390.47,-0.010609586137457497,HOLD,HOLD,0.06,0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T08:00:00+00:00,124595.99,123846.55,-0.006014960834614359,HOLD,HOLD,0.06,0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T09:00:00+00:00,123020.5,123955.3,0.007598733544409288,HOLD,HOLD,0.1485,0.4951,0.0,0.0,0.1485,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-05T10:00:00+00:00,123028.01,123978.0,0.007721737513270395,HOLD,HOLD,-0.0363,-0.1211,0.0,0.0,0.0363,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T11:00:00+00:00,123464.64,124215.0,0.006077529566360058,HOLD,HOLD,-0.0429,-0.1429,0.0,0.0,0.0429,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T12:00:00+00:00,123085.88,124556.64,0.011949055407492677,HOLD,HOLD,-0.0138,-0.046,0.0,0.0,0.0138,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T13:00:00+00:00,123161.39,125031.33,0.015182842610009536,HOLD,HOLD,-0.0124,-0.0414,0.0,0.0,0.0124,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T14:00:00+00:00,123034.67,124530.0,0.01215372870102388,HOLD,HOLD,-0.0191,-0.0635,0.0,0.0,0.0191,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T15:00:00+00:00,122803.17,125000.0,0.017889033320556805,HOLD,HOLD,0.0062,0.0208,0.0,0.0,0.0062,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T16:00:00+00:00,123265.54,125455.24,0.017764088811844832,HOLD,HOLD,0.082,0.2733,0.0,0.0,0.082,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T17:00:00+00:00,123057.05,125284.0,0.01809689083234156,HOLD,HOLD,0.0793,0.2642,0.0,0.0,0.0793,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-05T18:00:00+00:00,122999.44,126011.18,0.024485802536987084,BUY,HOLD,0.18,0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-05T19:00:00+00:00,122591.79,125410.81,0.022995177735801103,BUY,HOLD,0.18,0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-05T20:00:00+00:00,122705.32,125211.02,0.02042046750703227,BUY,HOLD,0.18,0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-05T21:00:00+00:00,122729.99,125097.85,0.019293246907296255,HOLD,HOLD,0.18,0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-05T22:00:00+00:00,123237.4,125039.13,0.014619993605837274,HOLD,HOLD,0.1404,0.4681,0.0,0.0,0.1404,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-05T23:00:00+00:00,123482.31,124658.54,0.009525493975614774,HOLD,HOLD,-0.0227,-0.0758,0.0,0.0,0.0227,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T00:00:00+00:00,123347.29,124900.93,0.012595655729444882,HOLD,HOLD,-0.0051,-0.017,0.0,0.0,0.0051,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T01:00:00+00:00,124035.32,124699.99,0.00535871556585655,HOLD,HOLD,0.1516,0.5052,0.0,0.0,0.1516,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T02:00:00+00:00,124110.61,124259.9,0.0012028786257677212,HOLD,HOLD,0.0956,0.3186,0.0,0.0,0.0956,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T03:00:00+00:00,123839.09,124329.74,0.003961996167769068,HOLD,HOLD,0.1385,0.4617,0.0,0.0,0.1385,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T04:00:00+00:00,123580.26,124500.0,0.007442450760339922,HOLD,HOLD,0.1545,0.515,0.0,0.0,0.1545,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T05:00:00+00:00,123586.0,124414.17,0.006701163562215771,HOLD,HOLD,0.1252,0.4173,0.0,0.0,0.1252,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T06:00:00+00:00,123947.9,123890.84,-0.0004603547135530144,HOLD,HOLD,0.1339,0.4462,0.0,0.0,0.1339,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T07:00:00+00:00,123390.47,123667.99,0.0022491202116338813,HOLD,HOLD,0.1763,0.5876,0.0,0.0,0.1763,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T08:00:00+00:00,123846.55,123861.75,0.00012273252666301232,HOLD,HOLD,0.1327,0.4422,0.0,0.0,0.1327,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T09:00:00+00:00,123955.3,124117.48,0.001308374873845596,HOLD,HOLD,0.0757,0.2525,0.0,0.0,0.0757,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T10:00:00+00:00,123978.0,124282.19,0.002453580473955075,HOLD,HOLD,0.0817,0.2722,0.0,0.0,0.0817,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T11:00:00+00:00,124215.0,124453.38,0.0019190918971139126,HOLD,HOLD,0.0683,0.2277,0.0,0.0,0.0683,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T12:00:00+00:00,124556.64,124917.99,0.00290108981745177,HOLD,HOLD,0.0786,0.262,0.0,0.0,0.0786,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T13:00:00+00:00,125031.33,123891.68,-0.009114915437594791,HOLD,HOLD,0.0646,0.2153,0.0,0.0,0.0646,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T14:00:00+00:00,124530.0,122725.36,-0.014491608447763586,HOLD,HOLD,0.1083,0.361,0.0,0.0,0.1083,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T15:00:00+00:00,125000.0,121846.01,-0.025231920000000043,SELL,HOLD,0.1227,0.4089,0.0,0.0,0.1227,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T16:00:00+00:00,125455.24,121684.17,-0.03005908720911145,SELL,HOLD,0.0985,0.3284,0.0,0.0,0.0985,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T17:00:00+00:00,125284.0,121130.02,-0.03315650841288589,SELL,HOLD,0.0875,0.2916,0.0,0.0,0.0875,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T18:00:00+00:00,126011.18,120895.37,-0.04059806439396883,SELL,HOLD,0.06,0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T19:00:00+00:00,125410.81,121637.17,-0.03009022906398579,SELL,HOLD,0.0853,0.2842,0.0,0.0,0.0853,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T20:00:00+00:00,125211.02,121943.61,-0.026095227081450206,SELL,HOLD,0.121,0.4034,0.0,0.0,0.121,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T21:00:00+00:00,125097.85,122016.0,-0.02463551531860864,SELL,HOLD,0.0788,0.2626,0.0,0.0,0.0788,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-06T22:00:00+00:00,125039.13,122011.17,-0.024216099392246303,SELL,HOLD,0.1102,0.3674,0.0,0.0,0.1102,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-06T23:00:00+00:00,124658.54,121332.95,-0.02667759465175829,SELL,HOLD,-0.0255,-0.0849,0.0,0.0,0.0255,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T00:00:00+00:00,124900.93,121914.09,-0.023913673020689252,SELL,HOLD,-0.0396,-0.132,0.0,0.0,0.0396,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T01:00:00+00:00,124699.99,121950.01,-0.02205276840840172,SELL,HOLD,-0.0068,-0.0228,0.0,0.0,0.0068,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T02:00:00+00:00,124259.9,122048.28,-0.01779834041392272,HOLD,HOLD,0.0521,0.1737,0.0,0.0,0.0521,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T03:00:00+00:00,124329.74,121374.75,-0.023767362499109265,SELL,HOLD,0.0868,0.2894,0.0,0.0,0.0868,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T04:00:00+00:00,124500.0,121900.0,-0.020883534136546186,SELL,HOLD,0.0326,0.1087,0.0,0.0,0.0326,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T05:00:00+00:00,124414.17,121374.01,-0.02443580180617693,SELL,HOLD,0.0861,0.287,0.0,0.0,0.0861,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T06:00:00+00:00,123890.84,121784.29,-0.017003274818380463,HOLD,HOLD,0.1773,0.5909,0.0,0.0,0.1773,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-07T07:00:00+00:00,123667.99,121597.06,-0.016745885495511065,HOLD,HOLD,0.18,0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-07T08:00:00+00:00,123861.75,122381.85,-0.011947998474105156,HOLD,HOLD,0.18,0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-07T09:00:00+00:00,124117.48,122516.98,-0.012895041053041038,HOLD,HOLD,0.18,0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-07T10:00:00+00:00,124282.19,122934.6,-0.010842985628109678,HOLD,HOLD,0.1416,0.4719,0.0,0.0,0.1416,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-07T11:00:00+00:00,124453.38,122884.14,-0.012609058910252218,HOLD,HOLD,0.106,0.3533,0.0,0.0,0.106,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-07T12:00:00+00:00,124917.99,122631.52,-0.018303768736592712,HOLD,HOLD,0.0427,0.1422,0.0,0.0,0.0427,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T13:00:00+00:00,123891.68,122599.04,-0.010433630410048515,HOLD,HOLD,0.0979,0.3265,0.0,0.0,0.0979,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T14:00:00+00:00,122725.36,122320.0,-0.0033029848109632806,HOLD,HOLD,0.18,0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-07T15:00:00+00:00,121846.01,122189.72,0.002820855602904079,HOLD,HOLD,0.18,0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-07T16:00:00+00:00,121684.17,123051.03,0.011232849761805505,HOLD,HOLD,-0.06,-0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T17:00:00+00:00,121130.02,124033.19,0.02396738644970089,BUY,HOLD,-0.06,-0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T18:00:00+00:00,120895.37,123460.22,0.021215452667873103,BUY,HOLD,-0.06,-0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T19:00:00+00:00,121637.17,123450.0,0.014903585803582916,HOLD,HOLD,-0.06,-0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T20:00:00+00:00,121943.61,122856.69,0.007487723218953431,HOLD,HOLD,-0.0984,-0.328,0.0,0.0,0.0984,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T21:00:00+00:00,122016.0,123277.33,0.0103374147652767,HOLD,HOLD,-0.1131,-0.377,0.0,0.0,0.1131,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-07T22:00:00+00:00,122011.17,123200.82,0.009750336792934685,HOLD,HOLD,-0.0982,-0.3272,0.0,0.0,0.0982,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-07T23:00:00+00:00,121332.95,123306.0,0.016261452474369106,HOLD,HOLD,-0.06,-0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T00:00:00+00:00,121914.09,122839.15,0.007587802197432616,HOLD,HOLD,-0.0839,-0.2797,0.0,0.0,0.0839,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T01:00:00+00:00,121950.01,122548.23,0.004905452652279415,HOLD,HOLD,-0.0741,-0.247,0.0,0.0,0.0741,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T02:00:00+00:00,122048.28,121617.81,-0.0035270468375302065,HOLD,HOLD,0.12,0.4,0.0,0.0,0.12,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-08T03:00:00+00:00,121374.75,122038.01,0.005464563263775989,HOLD,HOLD,-0.06,-0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T04:00:00+00:00,121900.0,122144.7,0.0020073831009023552,HOLD,HOLD,0.0258,0.086,0.0,0.0,0.0258,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T05:00:00+00:00,121374.01,122100.92,0.005989008684808251,HOLD,HOLD,0.0041,0.0136,0.0,0.0,0.0041,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T06:00:00+00:00,121784.29,121957.32,0.0014207908097178495,HOLD,HOLD,-0.0369,-0.123,0.0,0.0,0.0369,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T07:00:00+00:00,121597.06,121906.1,0.0025415088160849297,HOLD,HOLD,-0.0645,-0.215,0.0,0.0,0.0645,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T08:00:00+00:00,122381.85,121261.62,-0.009153563212192089,HOLD,HOLD,-0.1291,-0.4303,0.0,0.0,0.1291,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-08T09:00:00+00:00,122516.98,121813.04,-0.0057456525617918626,HOLD,HOLD,-0.0957,-0.3191,0.0,0.0,0.0957,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T10:00:00+00:00,122934.6,122170.27,-0.006217370862230826,HOLD,HOLD,-0.1024,-0.3414,0.0,0.0,0.1024,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-08T11:00:00+00:00,122884.14,122737.57,-0.0011927495281326983,HOLD,HOLD,-0.0937,-0.3124,0.0,0.0,0.0937,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T12:00:00+00:00,122631.52,123563.38,0.00759886202177059,HOLD,HOLD,-0.0734,-0.2448,0.0,0.0,0.0734,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T13:00:00+00:00,122599.04,122415.74,-0.001495117743173098,HOLD,HOLD,-0.1308,-0.436,0.0,0.0,0.1308,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-08T14:00:00+00:00,122320.0,121315.0,-0.008216154349247875,HOLD,HOLD,-0.0645,-0.2151,0.0,0.0,0.0645,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T15:00:00+00:00,122189.72,121147.14,-0.008532469016215126,HOLD,HOLD,-0.05,-0.1665,0.0,0.0,0.05,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T16:00:00+00:00,123051.03,119819.77,-0.026259512008960793,SELL,HOLD,-0.1014,-0.338,0.0,0.0,0.1014,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-08T17:00:00+00:00,124033.19,120974.0,-0.024664285422313192,SELL,HOLD,-0.18,-0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-08T18:00:00+00:00,123460.22,120649.32,-0.02276765746894015,SELL,HOLD,-0.1341,-0.4469,0.0,0.0,0.1341,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-08T19:00:00+00:00,123450.0,120951.72,-0.020237181044957465,SELL,HOLD,-0.18,-0.6,0.0,0.0,0.18,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-08T20:00:00+00:00,122856.69,121109.09,-0.014224703595709813,HOLD,HOLD,-0.106,-0.3534,0.0,0.0,0.106,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-08T21:00:00+00:00,123277.33,121461.02,-0.014733528054184802,HOLD,HOLD,-0.1441,-0.4803,0.0,0.0,0.1441,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-08T22:00:00+00:00,123200.82,121686.19,-0.01229399284842426,HOLD,HOLD,-0.0938,-0.3126,0.0,0.0,0.0938,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-08T23:00:00+00:00,123306.0,121662.4,-0.0133294405787229,HOLD,HOLD,-0.0918,-0.3061,0.0,0.0,0.0918,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-09T00:00:00+00:00,122839.15,121745.27,-0.008904978583782044,HOLD,HOLD,-0.0226,-0.0753,0.0,0.0,0.0226,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-09T01:00:00+00:00,122548.23,121623.97,-0.007542010194680044,HOLD,HOLD,-0.0052,-0.0173,0.0,0.0,0.0052,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-09T02:00:00+00:00,121617.81,121059.73,-0.004588801590819648,HOLD,HOLD,-0.1439,-0.4797,0.0,0.0,0.1439,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T03:00:00+00:00,122038.01,121026.01,-0.008292498378169227,HOLD,HOLD,-0.1757,-0.5858,0.0,0.0,0.1757,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T04:00:00+00:00,122144.7,121234.51,-0.00745173552352253,HOLD,HOLD,-0.199,-0.6633,0.0,0.0,0.199,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T05:00:00+00:00,122100.92,121583.89,-0.004234448028729012,HOLD,HOLD,-0.2043,-0.6811,0.0,0.0,0.2043,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T06:00:00+00:00,121957.32,121378.18,-0.004748710450508538,HOLD,HOLD,-0.1306,-0.4352,0.0,0.0,0.1306,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T07:00:00+00:00,121906.1,120932.05,-0.007990166201691325,HOLD,HOLD,-0.06,-0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-09T08:00:00+00:00,121261.62,121631.54,0.0030505942440815013,HOLD,HOLD,-0.06,-0.2,0.0,0.0,0.06,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-09T09:00:00+00:00,121813.04,121314.73,-0.0040907771450412675,HOLD,HOLD,-0.0833,-0.2777,0.0,0.0,0.0833,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-09T10:00:00+00:00,122170.27,121496.33,-0.005516399366228808,HOLD,HOLD,-0.1541,-0.5138,0.0,0.0,0.1541,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T11:00:00+00:00,122737.57,121554.55,-0.009638613506850462,HOLD,HOLD,-0.1674,-0.5581,0.0,0.0,0.1674,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T12:00:00+00:00,123563.38,121597.21,-0.015912238723155666,HOLD,HOLD,-0.0547,-0.1823,0.0,0.0,0.0547,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-09T13:00:00+00:00,122415.74,121684.2,-0.005975865521868414,HOLD,HOLD,0.021,0.07,0.0,0.0,0.021,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-09T14:00:00+00:00,121315.0,120493.17,-0.006774347772328251,HOLD,HOLD,-0.1304,-0.4347,0.0,0.0,0.1304,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T15:00:00+00:00,121147.14,119018.98,-0.017566737440107984,HOLD,HOLD,-0.1356,-0.4519,0.0,0.0,0.1356,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T16:00:00+00:00,119819.77,118205.61,-0.013471566503591215,HOLD,HOLD,-0.1196,-0.3985,0.0,0.0,0.1196,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T17:00:00+00:00,120974.0,117623.8,-0.02769355398680706,SELL,HOLD,-0.1613,-0.5376,0.0,0.0,0.1613,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T18:00:00+00:00,120649.32,117237.7,-0.028277158959536693,SELL,HOLD,-0.1433,-0.4777,0.0,0.0,0.1433,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T19:00:00+00:00,120951.72,116661.5,-0.03547051666565801,SELL,HOLD,-0.1603,-0.5342,0.0,0.0,0.1603,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T20:00:00+00:00,121109.09,114266.82,-0.0564967501613627,SELL,HOLD,-0.1733,-0.5778,0.0,0.0,0.1733,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T21:00:00+00:00,121461.02,113451.86,-0.06594016747101254,SELL,HOLD,-0.1914,-0.638,0.0,0.0,0.1914,Mixed signals with sentiment and technical indicators showing conflicting trends
BTCUSDT,2025-10-09T22:00:00+00:00,121686.19,113700.0,-0.06562938653926137,SELL,HOLD,-0.0486,-0.162,0.0,0.0,0.0486,Neutral sentiment and technical indicators showing balanced market conditions
BTCUSDT,2025-10-09T23:00:00+00:00,121662.4,112774.5,-0.07305379476321357,SELL,HOLD,-0.023,-0.0766,0.0,0.0,0.023,Neutral sentiment and technical indicators showing balanced market conditions
